,user,Tweet,Time
246,hotforwords,2022-06-14 02:36:52+00:00,New painting “Tasty Period” is a name for Russian version of @McDonalds #вкусноиточка #путин #Putin #McDonalds #pussyriot #Ukraine #StopTheWar https://t.co/vZBJ0OoKQS
247,_Thirunarayan1,2022-06-14 02:34:49+00:00,"Abbott Baby Formula Plant Wasn't Inspected For Two Years, According to AP 
https://t.co/DrcpJbmmif 
#Biden #NBC #MSNBC #CNBC #India #CNN #World #shorts #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
248,lawrenc95535061,2022-06-14 02:32:40+00:00,"RT @KyivPost: OPINION
Putin has launched the largest European conflict since WWII for the simple reason that he wants to conquer #Ukraine.…"
249,JustmeAnybody,2022-06-14 02:32:35+00:00,RT @raging545: The British defense company QinetiQ will provide 10 TALON demining robots for use in Ukraine. #Russia #Ukraine #Putin #Ukrai…
250,IahRataza,2022-06-14 02:30:54+00:00,RT @IahRataza: The World needs  #love  https://t.co/sVbjCWuQxm  #hiphop #superhero #Ok #dccomics #rap #musicaltheatre #monkeypox  #NBA #buf…
251,_Thirunarayan1,2022-06-14 02:29:49+00:00,"NOW Tonight with Joshua Johnson - June 13 | NBC News NOW 
https://t.co/mrZpLkgTxr 
#Biden #NBC #MSNBC #CNBC #India #CNN #World #shorts #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
252,DScntst,2022-06-14 02:29:32+00:00,RT @Voic6Indigenous: @Jim_Jordan Okay so he knew ahead of time that #Putin would illegally enter the #Ukraine and commit “war crimes.” Than…
253,MsMelissa312,2022-06-14 02:29:09+00:00,RT @TheOliverStone: My thoughts on some potential #Neocon objectives. #Zelenskyy #Putin #Ukraine #Donbass #Russia #VictoriaNuland https://t…
254,OraclePersepho1,2022-06-14 02:25:46+00:00,"RT @TornCurtain1991: Bucolic #Ukraine forest is site of mass grave exhumation. Russian legacy of torturing Ukrainians, killing them and bur…"
255,TheBonnyDoon,2022-06-14 02:24:20+00:00,"RT @InnaSovsun: Gazprom, Lukoil and other companies of #Putin, who is now destroying #Ukraine have been lobbying hard to get fossil gas in…"
256,_Thirunarayan1,2022-06-14 02:20:55+00:00,"Police in Texas kill a man who fired his weapon inside a gym hosting a children's summer camp https://t.co/TOxjF6Y1iV
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
257,ItIsAboutPeople,2022-06-14 02:20:35+00:00,"Well how about that. Another conspiracy theory that isn't. I don't think Putin's list of Sanctioned Americans is wrong. 

#Ukraine #Russia #Putin https://t.co/B6JB0FFcso"
258,funlaughangel,2022-06-14 02:19:06+00:00,Zelenskyy calls on world to take 'preemptive measures' to prevent China invasion of Taiwan https://t.co/0bN6XFmoUe #Ukraine #Zelensky #China #Taiwan #Putin #Russia #Potus #Usa
259,Manishverma1982,2022-06-14 02:15:16+00:00,"RT @reachind_USACAN: .@SenRichardBlack telling us truth of #RussiaUkraineConflict 

1. #Ukraine used as proxy by🇺🇸
2. #Putin has framed as…"
260,AsianTigersJp,2022-06-14 02:13:53+00:00,"#trump #trumpwarroom #donaldjtrumpjr #repmtg #CatalinaLauf #kimKBaltimore #karilake #seanhannity #TuckerCarlson #TedCruz #Covid #Vaccine #virus #Pfizer #Moderna #Mandate #trudeau #truck #ottawa #Canada #Ukraine #Russia #Putin

Why do the governments of the world ignore this fact? https://t.co/RGCt0j5RyU"
261,RalfGrahn,2022-06-14 02:09:53+00:00,"RT @InnaSovsun: Gazprom, Lukoil and other companies of #Putin, who is now destroying #Ukraine have been lobbying hard to get fossil gas in…"
262,_Thirunarayan1,2022-06-14 02:09:48+00:00,"Nightly News Full Broadcast - June 13 
https://t.co/hXAgKdeb1Q 
#Biden #NBC #MSNBC #CNBC #India #CNN #World #shorts #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
263,eyesonfoxorg,2022-06-14 02:07:22+00:00,#Zelensky's heroes shoot down #Putin's elite £41million Su-34 bomber over #Ukraine city  https://t.co/R1jYBRiN71
264,NNaranont,2022-06-14 02:07:11+00:00,"RT @TornCurtain1991: Bucolic #Ukraine forest is site of mass grave exhumation. Russian legacy of torturing Ukrainians, killing them and bur…"
265,bee10ved,2022-06-14 02:01:32+00:00,"Since Late #Feb it’s only #June OVER TenThousand #UkraineSoldiers?
many #men #female #youth were #civilians #forced by #Invasion 2 #Defend all Life LoveOnes
est 4000thousandCivilians or more #DEAD
same Injured
Sounds like #Genocide 2Me #Putin wants #Ukraine
IS #Killing The PEOPLE https://t.co/n4zqt61Og5"
266,SEdward24,2022-06-14 02:01:24+00:00,RT @raging545: VIDEO of Ukrainian troops possibly in battle with Russian forces possibly in the Industrial area of  Severodonestk. #Russia…
267,AnathpindikaS,2022-06-14 02:00:45+00:00,"@washingtonpost For all of #Putin's miscalculations about the #UkraineRussiaWar, the Allies must keep up with their unflagging support of #Ukraine. This is no time for consternation.#Russia"
268,nari_charles,2022-06-14 01:59:21+00:00,"RT @TornCurtain1991: Bucolic #Ukraine forest is site of mass grave exhumation. Russian legacy of torturing Ukrainians, killing them and bur…"
269,20PEACE22media,2022-06-14 01:58:44+00:00,"@KyivIndependent Help retweeting. Look at other infographics. #Putin #PutinHitler #Zelenskyy #Ukraine #helpUkraine #StandwithUkraine #StopPutinNOW #StandUpForUkraine #Russia #news
#CloseTheSky #UkraineWar #Russians #NeverAgain #ArmUkraineNow  #NATO https://t.co/yRvOxn0moL"
270,TornCurtain1991,2022-06-14 01:57:25+00:00,"Bucolic #Ukraine forest is site of mass grave exhumation. Russian legacy of torturing Ukrainians, killing them and burying them in mass graves continues. Never forget, never forgive. Eternal damnation on #Russia, #Russians &amp; #Putin. #DefeatRussia  https://t.co/nOYtfmofOZ"
271,20PEACE22media,2022-06-14 01:56:10+00:00,"@ukraine_world Help retweeting. Look at other infographics. #Putin #PutinHitler #Zelenskyy #Ukraine #helpUkraine #StandwithUkraine #StopPutinNOW #StandUpForUkraine #Russia #news
#CloseTheSky #UkraineWar #Russians #NeverAgain #ArmUkraineNow  #NATO https://t.co/nyaU1lTSpL"
272,HerryNapit,2022-06-14 01:52:38+00:00,"Russia's invasion of Ukraine continues to destroy many lives, creates global food crisis. Putin pushes millions of people in Afghanistan Lebanon, Syria, Yemen, Tigray, Africa into hunger.💔😭 

Act now, hey world, Biden, China, France, Germany, India, NATO #Ukraine #Russia #Putin https://t.co/LRDe6kK08t https://t.co/orwxCzxckH"
273,MisterT_333,2022-06-14 01:51:07+00:00,"@GOP #BALLWASHER'$🍒🍒🤪😜😛🤪 esp the phony, bs 'make-believe types, who feign concern or anger like @Mike_Pence,
 
RESIGN &amp; admit #trump'$ UKRAINE policies HARMd #UKRAINE &amp; BENEFITd #Putin &amp; #russia;

CONFESS hi treason as #Russian abettor$, or

SIT DOWN https://t.co/knxnjUtLCo"
274,_Thirunarayan1,2022-06-14 01:50:54+00:00,"Pierre Carter: The man who paraglided off of Mount Everest and into the history books https://t.co/D0WEFAPKQF
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
275,SEdward24,2022-06-14 01:50:12+00:00,RT @raging545: VIDEO of American volunteers of the Ukrainian Foreign Legion in battle with Russian forces near Severodonestk. #Russia #Ukra…
276,bernardfoong,2022-06-14 01:47:01+00:00,"RT @WeissJsw819: Explore https://t.co/VKL1ZxZSKh

Click. Press. Touch. ➡️ https://t.co/IN9IezZ3GH

#Ukraine #Zelenskyy #UkraineInvasion #Uk…"
277,TattvavitTiwari,2022-06-14 01:46:45+00:00,"RT @reachind_USACAN: .@SenRichardBlack telling us truth of #RussiaUkraineConflict 

1. #Ukraine used as proxy by🇺🇸
2. #Putin has framed as…"
278,MimiPlevinFoust,2022-06-14 01:46:28+00:00,RT @citizensclimate: Switching to clean energy means we won’t have to import our energy from Putin’s regime ever again. Ask the President t…
279,TerriBennet,2022-06-14 01:45:16+00:00,RT @art_bennet: I think everybody should've taken in this #Ukraine #NATO question &amp; #Putin answer at some time - then investigated as much…
280,shootlancer,2022-06-14 01:45:09+00:00,"RT @nexta_tv: Although #Putin claims there are no conscripts in #Ukraine, 19-year-old Danil Maloletkov was buried in #Tatarstan, #Russia. h…"
281,Gaurav1212121,2022-06-14 01:40:35+00:00,"RT @reachind_USACAN: .@SenRichardBlack telling us truth of #RussiaUkraineConflict 

1. #Ukraine used as proxy by🇺🇸
2. #Putin has framed as…"
282,atmine22,2022-06-14 01:40:10+00:00,"@Adrian86749524 @Osyka44 @franklin_qz LOL, negotiate with who? #putin has already said ""no negotiations"" and #lavrov lies incessantly so cannot be trusted. #medvedev has stated #Ukrainians should be exterminated. 

Who can #Ukraine negotiate with even if they wanted to.

#russia losing too many troops and materiel ha"
283,AcmCollective,2022-06-14 01:36:35+00:00,RT @bad_immigrant: Last week law that would cancel acknowledgment of Lithuanian independence was introduced in russian parliament for debat…
284,_Thirunarayan1,2022-06-14 01:34:46+00:00,"U.S. Cities Test Naming Heat Waves As A Warning System, Similar To Hurricanes 
https://t.co/xLjEcCyydj 
#Biden #NBC #MSNBC #CNBC #India #CNN #World #shorts #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
285,gail_sloane,2022-06-14 01:34:45+00:00,RT @Voic6Indigenous: @Jim_Jordan Okay so he knew ahead of time that #Putin would illegally enter the #Ukraine and commit “war crimes.” Than…
286,HannesCerny,2022-06-14 01:29:42+00:00,"(1) Spot on piece on why greatest threat to #Ukraine isn't Russian artillery but short attention span of Western democracies, ""Ukraine fatigue"" 
#Putin has made clear he's in this for the long haul, comparing himself to Peter the Great who fought Nordic War that lasted 21 yrs ..."
287,WilliamJamesLe1,2022-06-14 01:26:37+00:00,RT @Voic6Indigenous: Okay so he knew ahead of time that #Putin would illegally enter the #Ukraine and commit “war crimes.” Thanks for the i…
288,GySgt_T,2022-06-14 01:26:27+00:00,"RT @Ewe_Paz_HeT: Some have thought in history that pillage, murder and barbarism could be the rule of international order. Militarily or ci…"
289,slice7,2022-06-14 01:26:04+00:00,"RT @InnaSovsun: Gazprom, Lukoil and other companies of #Putin, who is now destroying #Ukraine have been lobbying hard to get fossil gas in…"
290,NoMoreBooks,2022-06-14 01:25:00+00:00,RT @Voic6Indigenous: @Jim_Jordan Okay so he knew ahead of time that #Putin would illegally enter the #Ukraine and commit “war crimes.” Than…
291,eightynines,2022-06-14 01:24:34+00:00,RT @O_Ostapchuk: Peter's reign transformed the secluded Moscow kingdom into the Russian empire at cost of annexation of #Ukraine &amp; the Balt…
292,atmine22,2022-06-14 01:23:46+00:00,"@paulinepark Dead right, it started back around 2003 when #russian #oligarchs wanted to privatize #Ukraine industry and were thwarted by courts. Since then #russia has made various agrssive moves until 2014 when they armed #donbass.
since then #putin more aggressive"
293,kerziouk,2022-06-14 01:22:55+00:00,"RT @phillipsoninst: In 2014, photojournalist Serhii Korovayny watched Russian forces take his home town, Khartsyzsk in Donetsk region. Eigh…"
294,AsianTigersJp,2022-06-14 01:22:44+00:00,"#trump #donaldjtrumpjr #repmtg #CatalinaLauf #kimKBaltimore #karilake #seanhannity #TuckerCarlson #TedCruz #Covid #Vaccine #virus #Pfizer #Moderna #Mandate #trudeau #truck #ottawa #Canada #Ukraine #Russia #Putin

How in the heck do the adults in attendance think this is ok? https://t.co/b7R2W1c9VX"
295,VickieBouska,2022-06-14 01:22:08+00:00,"RT @phillipsoninst: Dead dolphins: how nature became another casualty of the Ukraine war.

Often overlooked amid the human suffering, Russi…"
296,AsianTigersJp,2022-06-14 01:21:39+00:00,"#trump#trumpwarroom #donaldjtrumpjr #repmtg #CatalinaLauf #kimKBaltimore #karilake #seanhannity #TuckerCarlson #TedCruz #Covid #Vaccine #virus #Pfizer #Moderna #Mandate #trudeau #Canada #Ukraine #Russia #Putin

Stop trying to blame others.  The Brain Dead Puppet is the reason. https://t.co/sDHNFjI18Z"
297,TigerKnowz,2022-06-14 01:21:16+00:00,"@MarkHertling Thanks for your insights. It makes me believe even more strongly that the US+NATO should've started arming 🇺🇦YEARS AGO. #putin 1st invaded #Ukraine in '14, #Obama sent a few weapons that weren't to be used in vs.🇷🇺-Why?? 🇩🇪+🇫🇷 sold weapons to 🇷🇺.
Betrayal of 🇺🇦 just bewildering!"
298,UkrainianFF,2022-06-14 01:21:06+00:00,"RT @raging545: A Russian Ka-52 ""Alligator"" attack helicopter was shot down near Izyum in NE Ukraine today by the Ukrainian 93rd separate me…"
299,_Thirunarayan1,2022-06-14 01:20:54+00:00,"Welcome to the year of the bear (market) https://t.co/PIMLWgzZZX
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
300,meserehiluf,2022-06-14 01:18:23+00:00,"RT @DavidKevinDw3: Would you partner with #Putin if this were in #Ukraine
??
I don't think you didn't hear about #500K+ killing of civilian…"
301,Osyka44,2022-06-14 01:15:48+00:00,"RT @GVAResearch: @AV8intheblue Yup. Let’s not forget #Putin &amp; #XiJinping forming alliance against The West in Beijing on 2/4/22. First, #Uk…"
302,_Thirunarayan1,2022-06-14 01:14:46+00:00,"Jennifer Hudson Achieves EGOT Status 
https://t.co/QxE2YoJwr5 
#Biden #NBC #MSNBC #CNBC #India #CNN #World #shorts #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
303,freedom_psycho,2022-06-14 01:09:51+00:00,"11 years since started in Syria, 11 years!
##Ukraine #Russia #syria #assad #Putin #WarInUkraine https://t.co/4oYAXQlsFo"
304,GNUmatic,2022-06-14 01:09:09+00:00,RT @bad_immigrant: Last week law that would cancel acknowledgment of Lithuanian independence was introduced in russian parliament for debat…
305,phillipsoninst,2022-06-14 01:05:28+00:00,"In 2014, photojournalist Serhii Korovayny watched Russian forces take his home town, Khartsyzsk in Donetsk region. Eight years later, with the next invasion by Russia, he and his family had to flee a second time. 
#Ukraine #Russia #Putin
#PutinsWar
https://t.co/x3SD1yRNk2"
306,socialismoolib1,2022-06-14 01:05:22+00:00,"🇺🇦#UKRAINE #UKRAINERUSSIAWAR 

#News 

🔫06/12/2022 Day 109

🇷🇺Genocidal dictator #Putin #communist #Russia

Assaults Severodonetsk, blew up bridges #connect #Severodonetsk-#Lysychansk across #SiverskyiDonets River 

Attempt to cut Ukraine GLOCs #Bakhmut-#Lysychansk-Severodonestk https://t.co/wt14rYnjyg"
307,BeautyWomantoW1,2022-06-14 01:04:39+00:00,"She's very talented. Glad I had came back online for a few minutes tonight &amp; saw your tweet. 
#Ukraine 🇺🇦🌻
#Artist 
#Putin 
#Russia 
#GlobalPolitics 
#Europe https://t.co/A19a87ekbO https://t.co/uFP6d4lN5c"
308,anonalytics,2022-06-14 01:02:03+00:00,"Busy night, #Russia is getting royally rooted 😂😎
#SlavaUkraini 🇺🇦 #Anonymous #HackersAgainstPutin  #Ukraine  #UkraineRussianWar #RussiaUkraineWar #SlavaUkraine #IStandWithUkraine️ #Putin  and #FCKPTN https://t.co/bY5b3eq0u3"
309,Videlicet87,2022-06-14 01:01:48+00:00,RT @bad_immigrant: Last week law that would cancel acknowledgment of Lithuanian independence was introduced in russian parliament for debat…
310,rubycooper007,2022-06-14 00:59:56+00:00,"RT @HerryNapit: Russia burned Ukrainian seeds and crops in Ukraine, pushing millions towards famine in Afghanistan, Lebanon, Syria, Yemen,…"
311,bloomsbury1918,2022-06-14 00:59:14+00:00,"Joe Biden cannot allow (openly) Zelensky to shell unarmed civilians in Donetsk, it would be too blatant for Europe, UK, Canada's real interests against #Russia and #Putin —No wants that, If Zelensky won't listen, US needs to set a wider red line in #Ukraine 😌 Control your dog https://t.co/aNHXtlYnXW"
312,apreciodehuevo,2022-06-14 00:58:00+00:00,RT @raging545: In Kharkiv region near Izyum Ukrainian missile air defences shot down a Russian Su-34 fighter-bomber.  #Russia #Ukraine #Put…
313,Michael90937613,2022-06-14 00:57:26+00:00,"Admit #Ukraine to the #EU NOW !    I stand 100% with the brave fighters &amp; people of #Ukraine  🇺🇦  #Standwithukraine

#Putin has compared himself to #PetertheGreat &amp; wants to reassemble the greatness of #Russia 

#Ukraine is just first country on his list 

#PUTINISAWARCRIMINAl https://t.co/HWtz3sdUL0"
314,theFLPatriot,2022-06-14 00:55:58+00:00,Unpopular opinion. Russia isn’t the bad guy. #Russia #Ukraine #Putin
315,Aidane_dxb,2022-06-14 00:55:48+00:00,"At this stage, it is better for #NATO #USA and all the stupid #EU countries, to make their deliveries to #Russia directly. They are basically refurbishing #Putin arms stock for free 🤷🏽‍♀️ Stupid much? Or???
#Ukraine #UkraineWar #UkraineRussiaWar #RussiaUkraine #RussianUkrainianWar https://t.co/3XpbTJlhqn"
316,phillipsoninst,2022-06-14 00:53:34+00:00,"Dead dolphins: how nature became another casualty of the Ukraine war.

Often overlooked amid the human suffering, Russia is inflicting lasting damage on wildlife and globally important wetlands.
#Russia #Ukraine #Putin 
#RussiaInvadedUkraine 
#environment
https://t.co/b5mRVp9hdE"
317,NetherwoodMz,2022-06-14 00:53:03+00:00,RT @Privity: #EU is allowing #Ukraine to suffer extreme damage by cutting back on technical aid &amp; effective munitions. Ukraine is prohibite…
318,_Thirunarayan1,2022-06-14 00:50:52+00:00,"Thompson says committee will not criminally refer Trump or others to DOJ https://t.co/kS3Qxd6jVr
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
319,789Bigsky,2022-06-14 00:48:57+00:00,"@BuzWeaver @walter_report I am quite surprised NATO🇺🇳 USA🇺🇸UK🇬🇧CAN🇨🇦 did nothing to discourage/prevent the invasion of #Ukraine🇺🇦 It was no doubt that #Putin was amassing weapons and military vehicles with the intent of using them. #Russia could go home and stop raping and killing, that would end it."
320,darkchar,2022-06-14 00:47:46+00:00,"RT @SarahAshtonLV: While #Putin is in a bunker and Europe is scared to properly engage him, #Ukraine's economy has gone to shit and we've l…"
321,IahRataza,2022-06-14 00:46:31+00:00,The World needs  #love  https://t.co/sVbjCWuQxm  #hiphop #superhero #Ok #dccomics #rap #musicaltheatre #monkeypox  #NBA #buffaloshoooting #BuffaloNY #photo #russia #ukraine #TexasSchoolMassacre  #lifeinsurance  #Uvalde #uvaldetx  #picoftheday #putin #UvaldeStrong  #UvaldeMassacre https://t.co/ck8ndmeCDR
322,GVAResearch,2022-06-14 00:44:56+00:00,"@TheStalwart Yes, all true, except you neglect to mention #Putin’s war on #Ukraine spiking #food and #energy prices. Yes, they are excluded from core #CPI, but households still have to pay them. https://t.co/V5kCZ42kPT"
323,fredhickey,2022-06-14 00:44:55+00:00,RT @Voic6Indigenous: @Jim_Jordan Okay so he knew ahead of time that #Putin would illegally enter the #Ukraine and commit “war crimes.” Than…
324,occono,2022-06-14 00:44:48+00:00,"RT @MullenMulling: People everywhere need to keep this destruction front and centre in the media, as a call to action to help #Ukraine. #Pu…"
325,quiltthewalls,2022-06-14 00:42:24+00:00,"RT @ignis_fatum: 🛑🛑🛑Aftermath of the #putin regime terrorists missile strikes in Chortkiv, Ternopil region yesterday 
#Ukraine #Russia http…"
326,quiltthewalls,2022-06-14 00:42:18+00:00,RT @ignis_fatum: 🛑🛑🛑Video from #Ukraine army of #Putin regime terrorists equipment getting destroyed #Russia https://t.co/i1hNBKT0BC
327,quiltthewalls,2022-06-14 00:42:00+00:00,"RT @ignis_fatum: 🛑🛑🛑Aftermath of the #putin regime terrorists missile strikes in Chortkiv, Ternopil region yesterday 
#Ukraine #Russia http…"
328,quiltthewalls,2022-06-14 00:41:53+00:00,RT @ignis_fatum: 🛑🛑🛑Video from #Ukraine army of #Putin regime terrorists equipment getting destroyed #Russia https://t.co/sEfCHbysQe
329,quiltthewalls,2022-06-14 00:41:47+00:00,RT @ignis_fatum: 🛑🛑🛑Video from #Ukraine army of #Putin regime terrorists equipment getting destroyed #Russia https://t.co/3vrmrLa9R4
330,quiltthewalls,2022-06-14 00:41:44+00:00,RT @ignis_fatum: 🛑🛑🛑Video from #Ukraine army of #Putin regime terrorists equipment getting destroyed #Russia https://t.co/jAiJqOqZkD
331,quiltthewalls,2022-06-14 00:41:11+00:00,RT @ignis_fatum: 🛑🛑🛑CCTV footage of a #Ukraine army strike on the #putin regime terrorists positions in Nova Kakhovka in the Kherson region…
332,quiltthewalls,2022-06-14 00:41:05+00:00,"RT @ignis_fatum: 🛑🛑🛑Aftermath of the #putin regime terrorists shelling in #Kherson region 
#Ukraine #Russia https://t.co/eeA2DVJwdf"
333,no1historychick,2022-06-14 00:39:42+00:00,"RT @MullenMulling: People everywhere need to keep this destruction front and centre in the media, as a call to action to help #Ukraine. #Pu…"
334,GVAResearch,2022-06-14 00:36:28+00:00,"@AV8intheblue Yup. Let’s not forget #Putin &amp; #XiJinping forming alliance against The West in Beijing on 2/4/22. First, #Ukraine, #Taiwan apparently just a matter of time. #China Warns of Risk of #War Over Taiwan While Pledging Peace  https://t.co/7GxS5ALMk3"
335,BuzzardFart,2022-06-14 00:35:32+00:00,"RT @proudukraine: #Putin said that #Russia's goal is to get back all lost ""#Russian lands"".

Just to remind #Scholz that for #Russians East…"
336,SalzmanArt,2022-06-14 00:35:16+00:00,"RT @DirIllustration: ""Stop the madness,” illustration by Mirko Cresta.

Mirko is represented by @SalzmanArt. Explore his portfolio on the D…"
337,GeorgeVSilva,2022-06-14 00:34:07+00:00,"RT @MullenMulling: People everywhere need to keep this destruction front and centre in the media, as a call to action to help #Ukraine. #Pu…"
338,shangrila002,2022-06-14 00:32:42+00:00,"RT @MullenMulling: People everywhere need to keep this destruction front and centre in the media, as a call to action to help #Ukraine. #Pu…"
339,Liisu_A,2022-06-14 00:30:44+00:00,"RT @MullenMulling: People everywhere need to keep this destruction front and centre in the media, as a call to action to help #Ukraine. #Pu…"
340,Avi33Hoffman,2022-06-14 00:30:21+00:00,"@McFaul #Putin will never end the war with #Ukraine alone. He must be forced by a SIGNIFICANT #EU/#NATO/#World #HumanitarianPeaceForce that gives him an exit deadline. 
Otherwise the killing will continue. #HowManyHaveToDie #NeverAgainIsNOW #SaveTheChildren #SaveUkraine"
341,BSBonner,2022-06-14 00:30:06+00:00,"RT @MullenMulling: People everywhere need to keep this destruction front and centre in the media, as a call to action to help #Ukraine. #Pu…"
342,NewsMjm,2022-06-14 00:29:58+00:00,"#Macron #wrong about #Putin – #Czech #Republic #F4F #FollowMe #FollowBack #FollowForFollow
#rtitbot #RT #Follow #mJmNews https://t.co/2h4znlIQv9 #czechrepublic #emmanuelmacron #europe #mjmnews #rt #russia #ukraine"
343,NemoAnother,2022-06-14 00:29:33+00:00,"RT @InnaSovsun: Gazprom, Lukoil and other companies of #Putin, who is now destroying #Ukraine have been lobbying hard to get fossil gas in…"
344,Michael90937613,2022-06-14 00:25:41+00:00,"#Polish President #AndrzejDuda has excoriated #Germany's #Scholz and #France's #Macron for warning against ""humiliating"" #Putin over invasion of #Ukraine. He has accused them legitimizing #Russian atrocities.

#PUTINISAWARCRIMINAL. HE SHOULD BE TRIED AND EXECUTED IF FOUND GUILTY https://t.co/YgqmN5Fvf5"
345,funlaughangel,2022-06-14 00:23:29+00:00,Ukraine’s military destroys one Russian jet and 150 troops in a single day https://t.co/YlwOK8BBOZ #Putin #Russia #Potus #Usa #Zelensky #Ukraine
346,_Thirunarayan1,2022-06-14 00:20:51+00:00,"Bernie Sanders says he won't primary Biden and would support him if he runs again https://t.co/2iuslRSN7w
#Biden #CNN #India #World #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
347,CossackCyber,2022-06-14 00:20:43+00:00,RT @GlasnostGone: I had no idea the Kremlin run @instagram? Because yesterday #Putin's #Russia.... #Instagram deleted my new account. It's…
348,_Thirunarayan1,2022-06-14 00:19:42+00:00,"Senators Work On New Gun Deal Framework 
https://t.co/G7LDsvJlHz 
#Biden #NBC #MSNBC #CNBC #India #CNN #World #shorts #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
349,MullenMulling,2022-06-14 00:18:10+00:00,"People everywhere need to keep this destruction front and centre in the media, as a call to action to help #Ukraine. #Putin predicts people will get bored as they move onto the next atrocity or perverse ""entertainment"" - prove him wrong. https://t.co/fIXpeVvqew"
350,fimawit,2022-06-14 00:15:54+00:00,"RT @DavidKevinDw3: Would you partner with #Putin if this were in #Ukraine
??
I don't think you didn't hear about #500K+ killing of civilian…"
351,anonalytics,2022-06-14 00:15:40+00:00,"Its totally legal to use these? I mean, nobody like #Russia right? 😂
Disclaimer: #Anonymous would never condone stealing from the #Russian people. This dump is for lulz purposes only 👍
#SlavaUkraini 🇺🇦 #Ukraine #UkraineRussianWar #RussiaUkraineWar #SlavaUkraine #Putin &amp; #FCKPTN https://t.co/Qn3woULDQO"
352,DrMaturin1802,2022-06-14 00:15:22+00:00,"@AJCGlobal @BrookingsInst @ConStelz I respectfully disagree. Henry Kissinger, probably correctly, opines the war will end with negotiations. So why wait? #Putin is a very bad man, with enough nukes to kill everyone. #China is a graver threat. We have no historical special relationship w/#Ukraine. @militarydads"
353,_Thirunarayan1,2022-06-14 00:14:41+00:00,"Trump Campaign Staff Testify In January 6th Second Hearing 
https://t.co/aCSzdh2rBk 
#Biden #NBC #MSNBC #CNBC #India #CNN #World #shorts #saudi #twitter #Movie #BB #Breaking #StrongerTogether #Vote #News #China #USA #UK #Russia #Ukraine #WW3 #Putin #Sweden"
354,otfyxXWzpwdfTra,2022-06-14 00:14:30+00:00,"#Russia Soldiers, cowards #Putin Don't obey!
Throw away your weapons and go home!
And eat a hot dinner with the whole family.
Stay close to your family and lover who are worried about you.
The protagonists of Russia are you and your family. Not putin
#Ukraine #NoWar #StopWar https://t.co/ITP4ph1lkY"
355,bloomsbury1918,2022-06-14 00:14:05+00:00,"Western journalists have an editorial line that fills their monthly paycheck, this one is pro #Ukraine so if you expect the same people who dehumanize Palestinians, Syrians, indigenous, Yemenis to speak for the Pro Russians against Zelensky — you, are wrong.

#Russia #Putin"
356,MojcaZega,2022-06-14 00:13:51+00:00,"RT @InnaSovsun: Gazprom, Lukoil and other companies of #Putin, who is now destroying #Ukraine have been lobbying hard to get fossil gas in…"
357,agilmani,2022-06-14 00:12:26+00:00,"@JaredHuffman @JohnKerry @JaredHuffman, You are pretending you support #Ukraine while also supporting aid to #Armenia, who is transferring weapons to #Putin? Why not cut that part of the budget? Our boys both advising, volunteering &amp; getting killed by jets ones stationed in #Gyumri, #Armenia."
358,DrPMarkiewicz,2022-06-14 00:11:19+00:00,"The message here is simple - arm #Ukraine to the teeth. Only then can #Putin be defeated and #Russia learn to live in the world as a nation state, not an aggressive neoimperialist power seeking to subjugate others.

https://t.co/jX3KXi4fcb"
359,Michael90937613,2022-06-14 00:11:08+00:00,"#Polish President #AndrzejDuda has excoriated #Germany's #Scholz and #France's #Macron for warning against ""humiliating"" #Putin over invasion of #Ukraine. He has accused them legitimizing #Russian atrocities.

#PUTINISAWARCRIMINAL. HE SHOULD BE TRIED AND EXECUTED IF FOUND GUILTY https://t.co/xWXMNCwKjB"
